"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","16301","16301","16301","True","-0.8","none","35.52","18.24","36.63","43","43","97.6","32.89","True","1790368336.4782","1790368354.4748","20.615","17.7651","17.9963","0.2312","3376234014762.0596","FLOP/s","True","33","38","0x0000000000000001;0x0000000000000000"
"1395","1393.1","1387","1395","16301","16301","16301","True","-1.9","none","39.59","30.52","40.34","42.9","43","98.7","36.44","True","1790368365.0014","1790368381.0073","18.398","15.7676","16.0076","0.2401","3803962229563.236","FLOP/s","True","30","34","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","41.37","31.19","42.19","42.9","43","100","37.45","True","1790368391.4697","1790368405.9177","16.821","14.2672","14.4482","0.181","4203996396338.1445","FLOP/s","True","27","31","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","45.74","22.24","47.75","43.1","44","100","41.08","True","1790368416.2997","1790368429.4203","15.719","12.93","13.1205","0.1905","4638751640801.648","FLOP/s","True","24","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","53.99","34.52","55.7","44.4","45","97.7","47.86","True","1790368440.0267","1790368452.1175","14.598","11.9","12.092","0.192","5040252189390.009","FLOP/s","True","22","27","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","63.24","33.5","66.16","45.7","46","98.4","55.25","True","1790368462.6287","1790368473.7418","13.56","10.9691","11.1117","0.1426","5468024987051.364","FLOP/s","True","20","25","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","66.23","30.58","69.77","46.7","47","98.5","57.51","True","1790368484.2196","1790368494.6079","12.987","10.228","10.382","0.1541","5864241116159.255","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","75.73","35.19","79.21","48","49","100","64.63","True","1790368505.1416","1790368514.8031","11.92","9.5102","9.6585","0.1483","6306831906200.205","FLOP/s","True","17","22","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","84.58","40.88","89.75","49.9","51","98.2","71.57","True","1790368525.1006","1790368534.1995","11.361","8.9501","9.101","0.1509","6701508442131.499","FLOP/s","True","16","21","0x0000000000000001;0x0000000000000000"
"2625","2616.1","2602","2617","16301","16301","16301","True","-8.9","none","85.65","14.97","94.65","50.4","52","91.6","75.72","True","1790368544.4919","1790368553.0887","10.823","8.4597","8.5978","0.1381","7090001913621.215","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2782","2758.5","2752","2760","16301","16301","16301","True","-23.5","none","90.73","26.26","98.55","51.7","53","100","78.85","True","1790368563.3242","1790368571.5377","10.281","8.1035","8.2179","0.1145","7401653570287.152","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2932","2893.3","2887","2895","16301","16301","16301","False","-38.7","below","96.51","38.26","102.25","52.6","54","97.6","79.47","True","1790368581.6484","1790368589.5472","10.281","7.7914","7.8925","0.1011","7698084813802.071","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000000"
"3090","2961","2955","2962","16301","16301","16301","False","-129","below","98.12","48.67","103.98","52.9","54","97.9","79.94","True","1790368600.0661","1790368607.7963","9.744","7.6377","7.7311","0.0935","7853077285542.85","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
