target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.6,351.3211551873786,64.88,16301.0,1790366406.1095,1790366415.1223,0.72,1245.0,18,-420
1395,1392.0,378.01010940677355,65.18,15332.8,1790366425.1127,1790366433.4935,0.72,1320.0,17,-420
1545,1537.0,402.6735503525032,67.78,16301.0,1790366443.3549,1790366451.2014,0.72,1440.0,15,-420
1702,1695.0,425.97245500638,75.58,16301.0,1790366461.1501,1790366468.5815,0.755,1612.0,15,-420
1852,1845.0,440.60728286580553,78.78,15109.4,1790366478.5082,1790366485.7101,0.795,1777.0,14,-420
2010,2002.0,439.06062088411363,88.23,16301.0,1790366495.7824,1790366502.9961,0.84,1942.0,15,-420
2167,2141.2,438.5595699199158,85.24,15109.4,1790366513.0561,1790366520.2701,0.84,1942.0,14,-420
2317,2310.0,439.8483577497949,93.79,16301.0,1790366530.2445,1790366537.4579,0.885,2085.0,15,-420
2475,2460.5,439.7279665711235,95.6,15109.4,1790366547.578,1790366554.7939,0.915,2175.0,14,-420
2625,2610.5,439.4963277999201,100.78,16301.0,1790366564.8106,1790366572.0311,0.92,2190.0,15,-420
2782,2740.4,439.4880132896112,98.87,15194.5,1790366582.0375,1790366589.2532,0.92,2190.0,14,-420
2932,2864.8,439.47571235367667,102.85,16301.0,1790366599.1683,1790366606.3784,0.92,2190.0,14,-420
3090,2926.6,439.35284603573183,100.25,16301.0,1790366616.4125,1790366623.6327,0.92,2190.0,15,-420
