"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.5","1230","1237","15747.8","810","16301","True","-1.5","none","68.43","10.61","73.85","45.2","46","92.9","63.13","True","1790363974.8296","1790363990.0127","17.355","14.9563","15.1787","0.2224","4222295364542.1016","FLOP/s","True","28","32","0x0000000000000001;0x0000000000000000"
"1395","1392.8","1387","1395","15681.4","810","16301","True","-2.2","none","73.64","11.84","80.87","46","47","93.7","67.6","True","1790364000.24","1790364013.7312","15.749","13.266","13.4963","0.2303","4760273338172.403","FLOP/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","81.17","15.12","87.32","46.7","48","97.1","73.45","True","1790364023.9289","1790364036.1277","14.076","12.0072","12.1956","0.1883","5259320856462.617","FLOP/s","True","23","26","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","89.51","15.7","97.71","48.3","50","95.5","80.28","True","1790364046.0635","1790364057.1148","12.965","10.8736","11.0528","0.1792","5807645267633.972","FLOP/s","True","21","24","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","103.85","14.62","114.77","50.5","52","95.4","91.9","True","1790364067.0441","1790364077.1984","11.951","9.9994","10.1507","0.1513","6315339492348.064","FLOP/s","True","19","22","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15440.4","810","16301","True","-8","none","117.18","13.29","131.73","52.7","55","94.4","102.57","True","1790364087.1433","1790364096.4975","11.394","9.2167","9.3525","0.1359","6851707355139.286","FLOP/s","True","18","21","0x0000000000000001;0x0000000000000000"
"2167","2151.6","2145","2152","16301","16301","16301","True","-15.4","none","123.92","16.29","138.76","53.9","56","95.2","108.28","True","1790364106.4741","1790364115.3046","10.838","8.6893","8.8368","0.1475","7267531247569.41","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2317","2293.6","2272","2295","16301","16301","16301","True","-23.4","none","129.44","14.91","144.5","55","57","95.1","111.18","True","1790364125.4486","1790364133.84","10.307","8.2512","8.3851","0.1339","7653414896655.257","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2475","2460.5","2460","2467","15268.3","810","16301","True","-14.5","none","131.84","16.26","154.87","55.6","58","87.5","113.01","True","1790364143.8169","1790364151.5696","9.724","7.6595","7.7473","0.0878","8244650770164.297","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2625","2596.6","2595","2610","16301","16301","16301","True","-28.4","none","140.37","16.72","160.77","57.1","59","93.1","118.54","True","1790364161.5606","1790364169.0055","9.257","7.3432","7.4471","0.1039","8599778321168.765","FLOP/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2782","2729.7","2610","2775","15636.7","7001","16301","False","-52.3","below","145.69","20.73","164.78","57.6","60","92.5","124.86","True","1790364178.9396","1790364186.328","9.698","7.2829","7.3838","0.1009","8671016196213.753","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2932","2771.6","2602","2925","16301","16301","16301","False","-160.4","below","145.67","22.97","166.37","58.1","61","92.6","126.4","True","1790364196.5837","1790364203.9836","9.677","7.3061","7.4003","0.0942","8643404746218.5","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"3090","2822.3","2692","3015","15636.7","7001","16301","False","-267.7","below","144.63","24.41","171.37","57.4","61","87","125.66","True","1790364214.3443","1790364221.7542","9.66","7.3078","7.4067","0.0989","8641446322134.8","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000004;0x0000000000000000"
