"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236","1230","1237","15845.4","810","16301","True","-1","none","52.65","10.92","54.88","47.8","48","95.2","49.38","True","20.516","18.0774","18.3545","0.2771","4672171271927.167","FLOP/s","True","34","38","0x0000000000000001;0x0000000000000000"
"1395","1393.2","1387","1395","16301","16301","16301","True","-1.8","none","57.81","21.68","60.47","47.5","48","98","53.69","True","18.337","16.0394","16.2889","0.2495","5265801429066.4","FLOP/s","True","31","34","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","15727.3","810","16301","True","-8","none","62.38","11.55","65.44","47.4","48","94.2","57.56","True","16.776","14.5076","14.6921","0.1845","5821818853781.179","FLOP/s","True","27","31","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","71.67","13.63","76.79","48.4","49","96.3","65.62","True","15.61","13.1498","13.3457","0.1959","6422928181881.257","FLOP/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","15627.5","810","16301","True","-7","none","83.11","12.13","90.15","50.2","52","94.2","74.97","True","14.071","12.0985","12.2677","0.1692","6981090421091.339","FLOP/s","True","23","26","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","99.99","35.2","106.9","52.7","54","97.3","89.82","True","13.57","11.1499","11.3383","0.1884","7574977715197.735","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","104.99","25.2","112.82","53.8","55","100","93.12","True","12.394","10.4547","10.631","0.1763","8078749218909.627","FLOP/s","True","20","23","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","120.43","35.21","129.86","56","58","97.7","106.34","True","11.91","9.6577","9.8031","0.1454","8745442479051.412","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","136.78","46.16","148.22","58.5","60","97.9","119.9","True","11.357","9.0723","9.2243","0.152","9309756951380.316","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2625","2617","2617","2617","15332.8","810","16301","True","-8","none","142.38","17.6","160.24","59.5","62","91.2","124.15","True","10.896","8.5533","8.7054","0.1521","9874611102050.037","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2782","2772.9","2760","2775","15268.3","810","16301","True","-9.1","none","146.67","15.64","167.22","60.5","64","90.8","127.24","True","10.244","8.1346","8.2415","0.1069","10382862365741.88","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2932","2913.7","2895","2917","16301","16301","16301","True","-18.3","none","158.42","29.52","175.51","63","65","99","134.76","True","9.722","7.7844","7.8789","0.0945","10850019538626.39","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"3090","2962.3","2955","2985","15268.3","810","16301","False","-127.7","below","155.02","15.76","177.88","62.2","65","91.1","132.04","True","9.689","7.6653","7.7695","0.1042","11018599421656.844","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000004;0x0000000000000000"
