"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.1","1230","1237","16301","16301","16301","True","-0.9","none","59.13","42.78","60.43","46.9","47","98.8","53.71","True","18.38","15.8722","16.0752","0.203","8312733033286.434","FLOP/s","True","30","34","0x0000000000000001;0x0000000000000000"
"1395","1387.6","1387","1395","16301","16301","16301","True","-7.4","none","63.66","47.92","65.12","47.1","48","98.3","57.37","True","16.741","14.0691","14.2807","0.2116","9378126365918.594","FLOP/s","True","26","31","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","70.32","40.05","72.63","47.7","48","100","61.88","True","15.09","12.7432","12.9488","0.2056","10353890600641.896","FLOP/s","True","24","28","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","76.61","34.94","79.77","49.1","50","97.8","66.94","True","14.033","11.5453","11.6881","0.1429","11428183778352.547","FLOP/s","True","21","26","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","93.95","71.23","96.39","51.4","52","97.5","80.5","True","12.98","10.6262","10.7504","0.1242","12416575225473.834","FLOP/s","True","20","24","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","110.12","87.81","113.12","53.8","55","98.3","93.63","True","12.434","9.7976","9.9303","0.1327","13466673905141.14","FLOP/s","True","18","23","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","118.99","88.09","122.79","54.9","56","98.4","101.26","True","11.883","9.2458","9.3648","0.119","14270489181998.658","FLOP/s","True","17","22","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","129.65","55.07","139.02","57.6","59","98.3","107.06","True","10.751","8.4811","8.6213","0.1403","15557193533318.855","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","153.9","94.64","161.68","60.9","63","99.3","125.5","True","10.286","8.0374","8.1749","0.1375","16416029820213.197","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2625","2617","2617","2617","16301","16301","16301","True","-8","none","157.54","45.02","172.64","63","65","100","134.59","True","9.753","7.5888","7.6891","0.1003","17386404501652.6","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2782","2770.6","2760","2775","16301","16301","16301","True","-11.4","none","157.69","16.39","182.2","62.9","66","92.9","135.74","True","9.752","7.2206","7.3295","0.1089","18272848177190.848","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2932","2906.4","2880","2917","16301","16301","16301","True","-25.6","none","170.2","36.8","190.6","65.4","68","100","144.49","True","9.169","6.8841","6.9781","0.094","19166111183597.742","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","2956.1","2955","2962","16301","16301","16301","False","-133.9","below","167.25","17.17","194.18","64.9","69","90","143.11","True","9.191","6.788","6.8882","0.1002","19437555132812.87","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
