"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236","1230","1237","16301","16301","16301","True","-1","none","50.5","15.96","53.52","39.4","40","96.5","45.63","True","13.527","11.655","11.8226","0.1676","295494458539.2761","byte/s","True","22","25","0x0000000000000001;0x0000000000000000"
"1395","1393.3","1387","1395","16301","16301","16301","True","-1.7","none","48.48","13.42","51.75","40.3","41","97.6","44.58","True","14.618","12.5253","12.7156","0.1903","274962547530.2668","byte/s","True","23","27","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","15563.3","810","16301","True","-8","none","50.13","12.22","54.19","41.5","42","94.6","45.75","True","13.501","11.4327","11.6014","0.1688","301241693067.9972","byte/s","True","21","25","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","15440.4","810","16301","True","-7","none","57.39","13.16","63.82","42.9","44","94.3","51.44","True","11.832","9.5358","9.6766","0.1408","361165084585.68176","byte/s","True","18","22","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16314.3","16301","16501","True","-7","none","62.88","12.1","70.16","44.3","45","93.7","55.23","True","10.238","8.0926","8.2484","0.1557","425571830327.85803","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","71.19","26.7","77.44","46","47","96.8","61.09","True","9.191","7.3622","7.4839","0.1216","467792436421.1665","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","69.37","13.24","78.88","46.5","47","92.6","59.85","True","9.25","7.2754","7.3824","0.107","473374648420.6554","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","78.5","25.41","86.06","48.2","49","95.9","66.52","True","8.704","6.8945","6.9864","0.0918","499525798592.85876","byte/s","True","13","16","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","15109.4","810","16301","True","-8","none","80.71","15.21","91.74","49.4","50","92.5","68.44","True","8.654","6.8855","7.0018","0.1164","500183916347.8165","byte/s","True","13","16","0x0000000000000001;0x0000000000000000"
"2625","2617","2617","2617","16301","16301","16301","True","-8","none","84.94","33.39","92.69","50.8","52","100","72.78","True","8.652","6.8843","6.9953","0.111","500265384685.7252","byte/s","True","13","16","0x0000000000000001;0x0000000000000000"
"2782","2767.1","2760","2775","16301","16301","16301","True","-14.9","none","83.66","20.48","93.39","51.7","53","95.4","71.42","True","8.67","6.8835","6.9796","0.0962","500330241203.3776","byte/s","True","13","16","0x0000000000000001;0x0000000000000000"
"2932","2909.9","2902","2917","15109.4","810","16301","True","-22.1","none","86.36","17.03","95.28","52.5","53","92.4","73.4","True","8.689","6.8823","6.9859","0.1036","500414345693.6663","byte/s","True","13","16","0x0000000000000001;0x0000000000000000"
"3090","2978.4","2962","2985","16301","16301","16301","False","-111.6","below","85.73","24.16","94.75","50.8","51","93.7","72.72","True","8.608","6.8809","6.9866","0.1058","500518364954.81726","byte/s","True","13","16","0x0000000000000001;0x0000000000000000"
