"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.4","1230","1237","16301","16301","16301","True","-0.6","none","64.79","23.19","67.74","47.9","48","97.8","60.41","True","20.079","18.008","18.2992","0.2912","4486788489887.852","FLOP/s","True","34","37","0x0000000000000001;0x0000000000000000"
"1395","1393.1","1387","1395","16301","16301","16301","True","-1.9","none","70.26","13.49","74.45","47.8","48","97.8","65.22","True","18.444","15.9824","16.2151","0.2328","5055465607782.8955","FLOP/s","True","30","34","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","74.66","15.15","79.7","48","49","98.6","68.68","True","16.83","14.462","14.7084","0.2463","5586917815582.054","FLOP/s","True","27","31","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","85.83","25.82","91.19","49.5","50","97.7","78.03","True","15.141","13.1176","13.3559","0.2383","6159539572521.708","FLOP/s","True","25","28","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","99.33","14.29","106.74","51.4","53","97","89.64","True","13.989","12.0598","12.2392","0.1794","6699790841321.946","FLOP/s","True","23","26","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","113.72","15.93","124.15","53.6","55","96.5","102.06","True","13.457","11.1162","11.2941","0.1779","7268511373193.767","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"2167","2159.2","2152","2160","16301","16301","16301","True","-7.8","none","119.6","15.46","131.18","54.8","57","96.3","106.12","True","12.381","10.4208","10.6186","0.1978","7753552902939.437","FLOP/s","True","20","23","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","135.93","25.06","149.32","57.7","59","97.4","120.64","True","11.902","9.636","9.8023","0.1662","8385005335303.051","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","153.85","36.75","168.81","59.9","62","95.6","133.79","True","10.83","9.0575","9.181","0.1235","8920604398652.312","FLOP/s","True","17","20","0x0000000000000001;0x0000000000000000"
"2625","2617","2617","2617","15332.8","810","16301","True","-8","none","164.28","21.75","180.5","61","64","89.6","143.39","True","10.763","8.5368","8.6844","0.1476","9464692842473.418","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2782","2745.7","2707","2767","16301","16301","16301","False","-36.3","below","165.21","21.57","186.62","62.3","65","93.5","143.75","True","10.29","8.2197","8.3727","0.153","9829850257594.566","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2932","2763.2","2700","2872","16301","16301","16301","False","-168.8","below","169.35","39.78","187.61","63","65","96.4","147.03","True","10.242","8.1935","8.3348","0.1413","9861200735232.865","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"3090","2786.7","2707","2977","16314.3","16301","16501","False","-303.3","below","164.8","22.1","185.16","62.5","65","93.3","143.46","True","10.22","8.2142","8.3521","0.1379","9836442725030.424","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
