target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1234.3,331.7958014296833,52.51,13801.0,1790268141.5383,1790268151.2973,0.72,1237.0,20,-420
1395,1393.1,348.02385036229856,53.68,13801.0,1790268161.5355,1790268170.8314,0.72,1350.0,19,-420
1545,1537.0,361.15329689114924,54.8,13801.0,1790268181.0384,1790268190.038,0.72,1462.0,18,-420
1702,1695.0,372.64732230132506,58.4,12989.1,1790268199.893,1790268208.588,0.76,1635.0,17,-420
1852,1845.0,376.53618979916183,60.29,12989.1,1790268218.3544,1790268226.9792,0.795,1770.0,17,-420
2010,2002.0,377.52005726099,64.31,13801.0,1790268237.175,1790268245.7713,0.84,1935.0,17,-420
2167,2152.5,377.6425216014484,65.68,13801.0,1790268255.6258,1790268264.2126,0.845,1957.0,17,-420
2317,2310.0,377.7063288564523,67.39,12989.1,1790268273.9907,1790268282.5794,0.89,2085.0,17,-420
2475,2467.0,378.03759782881315,72.11,12989.1,1790268292.3142,1790268300.8812,0.93,2212.0,17,-420
2625,2617.0,377.9876030012371,80.57,13801.0,1790268310.6799,1790268319.2784,0.98,2340.0,17,-420
2782,2753.4,377.88255758160193,86.72,13801.0,1790268329.1172,1790268337.7164,1.025,2430.0,17,-420
2932,2753.4,378.1084584211774,86.92,12989.1,1790268347.4427,1790268356.0272,1.025,2430.0,17,-420
3090,2753.9,378.0183378685348,85.3,12989.1,1790268365.9766,1790268374.5444,1.025,2430.0,17,-420
