"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.9","1230","1237","16308.7","16301","16501","True","-1.1","none","51.01","12.25","54.44","43.9","44","93.2","47.26","True","16.12","13.827","14.0222","0.1952","279559056499.59674","byte/s","True","26","30","0x0000000000000001;0x0000000000000000"
"1395","1393.1","1387","1395","15681.4","810","16301","True","-1.9","none","52.05","12.64","56.05","42.8","43","95.2","47.84","True","15.049","12.8956","13.1142","0.2186","299750317553.5887","byte/s","True","25","28","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","55.56","19.24","59.1","42.1","43","97.6","50.79","True","13.977","11.6434","11.807","0.1636","331987215315.9787","byte/s","True","22","26","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","60.59","19.98","64.87","42.3","43","97.4","54.93","True","12.88","10.6254","10.7985","0.1731","363795798541.5207","byte/s","True","20","24","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","15485.7","810","16301","True","-7","none","64.9","15.63","69.29","42.5","43","90.7","58.41","True","12.371","9.9225","10.0518","0.1293","389566159313.4351","byte/s","True","19","23","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15784.3","7001","16301","True","-8","none","67.58","17.73","74.72","42.8","44","90.6","60.84","True","11.828","9.5024","9.6397","0.1374","406789846902.79114","byte/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2167","2157.8","2152","2160","16312.1","16301","16501","True","-9.2","none","69.24","18.11","75.7","43.2","44","93.8","62.6","True","11.792","9.4476","9.5881","0.1405","409148380443.92017","byte/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","75.63","25.27","81.24","43.8","44","97.7","67.69","True","11.257","9.2807","9.4129","0.1322","416505528790.76074","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
"2475","2464.7","2460","2467","15784.3","7001","16301","True","-10.3","none","78.71","21.41","86.49","44.3","45","90.9","70.54","True","11.282","9.2122","9.3458","0.1337","419605522473.8159","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
"2625","2611.9","2610","2617","16301","16301","16301","True","-13.1","none","80.94","22.67","87.69","44.8","46","95.3","72.54","True","11.27","9.1988","9.334","0.1352","420216038933.9704","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
"2782","2750.1","2745","2760","16301","16301","16301","False","-31.9","below","82.85","34.75","88.26","45.2","46","95.3","74.21","True","11.299","9.1846","9.324","0.1395","420866002430.76746","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
"2932","2877.7","2872","2887","15784.3","7001","16301","False","-54.3","below","81.29","22.5","88.68","45.3","46","92.4","72.92","True","11.256","9.183","9.3093","0.1263","420937512502.0115","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
"3090","2940.4","2932","2955","16301","16301","16301","False","-149.6","below","82.45","26.14","89.07","45.6","46","98.4","73.93","True","11.257","9.1742","9.3153","0.1411","421340196676.29877","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
