"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.7","1230","1237","13801","13801","13801","True","-1.3","none","54.8","13.42","58.68","44","45","96.6","49.75","True","13.999","11.5484","11.7317","0.1833","165940621298.6975","FLOP/s","True","22","26","0x0000000000000400"
"1395","1392.7","1387","1395","13182.4","810","13801","True","-2.3","none","55.58","13.16","60.34","43.6","44","94.6","50.3","True","13.473","10.9715","11.1464","0.1749","174665441388.37518","FLOP/s","True","21","25","0x0000000000000400"
"1545","1537","1537","1537","13151.4","810","13801","True","-8","none","57.38","13.98","62.36","42.8","43","94.4","52.12","True","12.851","10.4341","10.6033","0.1692","183661323418.7058","FLOP/s","True","20","24","0x0000000000000400"
"1702","1695","1695","1695","13801","13801","13801","True","-7","none","62.58","17.77","67.21","43.3","44","97.4","56.6","True","12.212","10.0019","10.1271","0.1252","191597114175.68628","FLOP/s","True","19","23","0x0000000000000400"
"1852","1845","1845","1845","13079.3","810","13801","True","-7","none","65.08","16.13","72.05","43.6","44","92.8","58.72","True","11.79","9.6442","9.7766","0.1324","198704694077.151","FLOP/s","True","18","22","0x0000000000000400"
"2010","2002","2002","2002","13812.1","13801","14001","True","-8","none","72.32","17.84","79.16","44.4","45","93.8","65.18","True","11.782","9.4572","9.605","0.1477","202632381907.1942","FLOP/s","True","18","22","0x0000000000000400"
"2167","2152","2152","2152","13801","13801","13801","True","-15","none","75.71","31.63","80.46","44.7","45","97.6","67.48","True","11.332","9.3559","9.4846","0.1287","204827592310.69272","FLOP/s","True","18","21","0x0000000000000400"
"2317","2310","2310","2310","13423.2","7001","13801","True","-7","none","77.43","19.97","86.05","45.2","46","91.8","69.16","True","11.324","9.2286","9.3803","0.1517","207652827252.09103","FLOP/s","True","18","21","0x0000000000000400"
"2475","2467","2467","2467","13801","13801","13801","True","-8","none","85","23.22","92.77","46.4","47","94.1","76.44","True","11.329","9.1115","9.255","0.1435","210321697821.27365","FLOP/s","True","17","21","0x0000000000000400"
"2625","2617","2617","2617","13801","13801","13801","True","-8","none","95.26","35.55","102.69","47.9","49","94.9","85.55","True","11.249","9.0466","9.1947","0.1482","211831180442.85504","FLOP/s","True","17","21","0x0000000000000400"
"2782","2753.8","2752","2775","13401","7001","13801","True","-28.2","none","99.21","27.75","110.71","49.1","51","90.3","89.14","True","11.364","8.9845","9.1363","0.1518","213294857585.00424","FLOP/s","True","17","21","0x0000000000000400"
"2932","2752.5","2752","2760","13812.8","13801","14001","False","-179.5","below","101.32","27.95","111.28","49.8","51","93.4","90.31","True","10.791","8.9823","9.1103","0.128","213346196630.3517","FLOP/s","True","17","20","0x0000000000000400"
"3090","2751.6","2745","2760","13801","13801","13801","False","-338.4","below","103.23","35.5","111.57","50.4","52","97.1","91.95","True","10.854","8.9833","9.1251","0.1417","213322148263.61557","FLOP/s","True","17","20","0x0000000000000400"
