"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.5","1230","1237","13801","13801","13801","True","-1.5","none","53.06","51.86","55.88","41.7","43","96.5","48.24","True","20.776","17.5354","17.8615","0.3261","7524283411713.824","FLOP/s","True","32","38","0x0000000000000400"
"1395","1388.7","1387","1395","13801","13801","13801","True","-6.3","none","56.52","27.74","59.08","44.5","46","97.9","51.43","True","18.55","15.5484","15.7889","0.2406","8485871509924.686","FLOP/s","True","29","34","0x0000000000000400"
"1545","1537","1537","1537","13801","13801","13801","True","-8","none","65.18","50.31","66.9","47","48","98.5","58.58","True","16.938","14.0446","14.2635","0.2189","9394465016414.014","FLOP/s","True","26","31","0x0000000000000400"
"1702","1695","1695","1695","13801","13801","13801","True","-7","none","72.78","29.36","76.01","50.2","51","97.8","64.55","True","15.245","12.6511","12.8898","0.2388","10429265773227.332","FLOP/s","True","24","28","0x0000000000000400"
"1852","1845","1845","1845","13801","13801","13801","True","-7","none","88.85","54.18","92.34","53.8","55","98.4","77.93","True","14.161","11.5884","11.7255","0.137","11385596505772.256","FLOP/s","True","21","26","0x0000000000000400"
"2010","2002","2002","2002","13801","13801","13801","True","-8","none","103.07","43.38","108.48","54.6","56","96.8","89.03","True","13.062","10.6501","10.8072","0.1571","12388746852629.06","FLOP/s","True","20","24","0x0000000000000400"
"2167","2152","2152","2152","13801","13801","13801","True","-15","none","111.77","78.23","115.75","55.2","56","98.2","96.45","True","12.502","10.0551","10.1908","0.1357","13121864174232.504","FLOP/s","True","19","23","0x0000000000000400"
"2317","2310","2310","2310","13801","13801","13801","True","-7","none","125.55","81.79","130.4","57.6","59","100","107.33","True","11.95","9.1682","9.309","0.1407","14391144255672.67","FLOP/s","True","17","22","0x0000000000000400"
"2475","2467","2467","2467","13801","13801","13801","True","-8","none","152.79","107.41","159.2","61.6","63","100","127.7","True","10.892","8.5841","8.7472","0.1631","15370446242785.979","FLOP/s","True","16","20","0x0000000000000400"
"2625","2573.7","2550","2610","13801","13801","13801","False","-51.3","below","175.72","131.75","183.14","65.1","67","97.1","147.25","True","10.88","8.2229","8.3841","0.1612","16045566120698.732","FLOP/s","True","15","20","0x0000000000000400"
"2782","2579.3","2565","2632","13801","13801","13801","False","-202.7","below","176.43","141.44","182.32","66.1","68","99.9","146.71","True","10.912","8.2277","8.3971","0.1694","16036183213517.9","FLOP/s","True","15","20","0x0000000000000400"
"2932","2586.7","2557","2722","13801","13801","13801","False","-345.3","below","171.9","68.55","181.66","66.3","68","99.9","143.08","True","10.871","8.2349","8.3743","0.1394","16022240409033.18","FLOP/s","True","15","20","0x0000000000000400"
"3090","2588.3","2557","2692","13801","13801","13801","False","-501.7","below","170.07","78.71","180.32","66.4","68","100","141.05","True","10.898","8.2343","8.3892","0.1548","16023295217032.725","FLOP/s","True","15","20","0x0000000000000400"
