"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1200","1200","1200","1200","9251","9251","9251","True","0","none","158.66","104.97","163.35","47.6","50","100","133.29","True","14.678","11.4918","11.6614","0.1696","11481313549070.303","FLOP/s","True","21","27","0x0000000000000001;0x0000000000000000"
"1245","1245","1245","1245","9251","9251","9251","True","0","none","155.18","35.63","167.09","51.2","53","100","134.32","True","14.113","11.0791","11.2592","0.18","11909004123998.824","FLOP/s","True","21","26","0x0000000000000001;0x0000000000000000"
"1290","1290","1290","1290","9251","9251","9251","True","0","none","163.34","82.3","171.39","54.8","57","100","140.29","True","13.615","10.6946","10.8853","0.1908","12337237920912.867","FLOP/s","True","20","25","0x0000000000000001;0x0000000000000000"
"1335","1335","1335","1335","9251","9251","9251","True","0","none","166.58","54.84","178.99","58","59","97.6","141.79","True","12.995","10.3324","10.5075","0.1751","12769729280356.408","FLOP/s","True","20","24","0x0000000000000001;0x0000000000000000"
"1380","1380","1380","1380","9251","9251","9251","True","0","none","170.28","50.43","183.32","57.9","59","98.2","145.13","True","13.005","9.9787","10.1382","0.1595","13222310724095.06","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"1410","1410","1410","1410","9251","9251","9251","True","0","none","173.22","40.04","188.36","57.8","60","96.5","146.43","True","12.457","9.7585","9.9112","0.1527","13520621715462.54","FLOP/s","True","19","23","0x0000000000000001;0x0000000000000000"
"1455","1455","1455","1455","9251","9251","9251","True","0","none","177.59","38","192.39","58.2","60","97.6","150.32","True","12.479","9.4539","9.6033","0.1495","13956358517300.014","FLOP/s","True","18","23","0x0000000000000001;0x0000000000000000"
"1500","1500","1500","1500","9251","9251","9251","True","0","none","180.81","30.29","198.07","58.2","60","96.6","151.7","True","11.894","9.178","9.3563","0.1782","14375808101740.174","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"1545","1545","1545","1545","9251","9251","9251","True","0","none","194.33","57.2","210.79","59.1","61","97.1","161.43","True","11.418","8.9119","9.0607","0.1488","14805026498307.186","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"1590","1590","1590","1590","9251","9251","9251","True","0","none","205.12","60.68","222.32","59.4","61","100","170.78","True","11.377","8.6655","8.8253","0.1598","15226133073369.736","FLOP/s","True","16","21","0x0000000000000001;0x0000000000000000"
